194, 235
79, 617
96, 1368
159, 1780
166, 2147
29, 2775
29, 3438
126, 3705
52, 4116
143, 4446
17, 4703
124, 5869
104, 6186
20, 6443
99, 7187
466, 229
367, 932
430, 1636
460, 1930
276, 2445
345, 3030
494, 4508
375, 4765
383, 5717
365, 6245
461, 7111
335, 7654
672, 569
641, 873
559, 1266
696, 1610
732, 1906
550, 2201
653, 2470
721, 2738
645, 3009
540, 3319
526, 3683
530, 4186
727, 4962
530, 5248
635, 6476
555, 7370
645, 7629
940, 1079
980, 1624
1023, 2020
892, 3710
798, 5399
967, 5830
792, 6108
827, 7248
932, 7505
1112, 691
1254, 1569
1068, 2291
1027, 2696
1113, 4137
1383, 291
1500, 582
1422, 873
1330, 2626
1339, 2962
1333, 4492
1289, 4935
1322, 5431
1284, 5927
1311, 6556
1351, 6817
1300, 7164
1419, 7503
1584, 4
1686, 312
1774, 599
1545, 1621
1565, 2107
1606, 2656
1730, 2953
1566, 3272
1594, 4349
1579, 4771
1655, 5257
1773, 6850
1965, 302
1793, 962
1826, 1289
1923, 1718
1954, 1975
1799, 3891
1838, 4720
1939, 4979
1929, 5278
1795, 5940
1843, 7109
2227, 354
2167, 1063
2219, 1393
2063, 2624
2070, 3319
2099, 4222
2088, 5699
2066, 5998
2206, 6344
2106, 7024
2148, 7579
2452, 1834
2469, 2312
2357, 2571
2345, 3101
2353, 3903
2435, 4192
2313, 4508
2418, 4968
2333, 5990
2476, 6336
2374, 6995
2492, 7506
2688, 14
2678, 554
2813, 2108
2634, 3184
2678, 3455
2646, 3837
2700, 4259
2572, 4516
2572, 5674
2706, 5948
2694, 6995
2818, 272
2949, 661
2959, 929
2859, 1852
2943, 2371
2935, 3131
2906, 3757
3034, 4044
2978, 4305
2922, 4607
2995, 6089
2877, 6513
3024, 6971
3100, 323
3228, 598
3217, 882
3171, 1890
3232, 2167
3202, 2423
3083, 2717
3198, 3601
3209, 5553
3386, 260
3483, 958
3367, 1401
3358, 2794
3330, 3058
3488, 3656
3375, 3976
3351, 4988
3498, 5442
3559, 5699
3346, 6980
3409, 7323
3375, 7605
3708, 126
3656, 464
3740, 1139
3692, 1398
3664, 1659
3773, 1985
3694, 2287
3763, 2727
3687, 2986
3689, 3264
3769, 3735
3711, 3999
3672, 4256
3643, 4700
3730, 4978
3618, 6199
3850, 876
4021, 2698
4061, 3504
3998, 4764
3996, 5033
3845, 5594
4025, 6055
3878, 6330
3848, 6633
3931, 6890
3959, 7147
3879, 7598
4158, 130
4206, 851
4178, 1115
4159, 1648
4196, 2156
4203, 3203
4160, 3797
4102, 4145
4290, 4616
4285, 5951
4135, 6391
4236, 6667
4439, 353
4460, 1322
4442, 1676
4381, 2478
4406, 2890
4489, 3252
4563, 4357
4371, 4902
4442, 5571
4555, 6071
4462, 7608
4800, 941
4813, 1725
4623, 2069
4723, 2344
4692, 2888
4747, 3197
4609, 3618
4819, 4525
4700, 4854
4619, 5189
4723, 5476
4642, 6362
4636, 6754
4804, 7271
4722, 7532
4889, 438
5056, 697
4999, 2371
4953, 2821
4996, 3682
4948, 3999
4966, 4910
4898, 5173
4984, 5731
4907, 5991
4914, 6735
4906, 6994
5159, 1206
5265, 2187
5291, 2471
5150, 3231
5298, 3493
5165, 5358
5309, 5702
5186, 5991
5122, 6314
5190, 7062
5432, 354
5499, 975
5389, 1499
5568, 2372
5570, 2659
5495, 2949
5588, 3380
5420, 3930
5505, 4384
5512, 4891
5467, 5168
5455, 5972
5472, 6285
5535, 6564
5468, 7066
5451, 7546
5714, 439
5651, 1381
5790, 1731
5668, 2109
5829, 2729
5793, 3085
5733, 3638
5736, 4065
5868, 4735
5797, 5002
5654, 5714
5732, 6148
5755, 7142
5997, 405
6049, 951
5999, 1411
6053, 1687
6107, 1994
5999, 2365
6099, 2717
6038, 3998
6083, 5095
6018, 5547
5928, 5868
6007, 6577
6069, 7297
5958, 7635
6364, 1855
6277, 3244
6332, 3746
6349, 5366
6443, 419
6558, 820
6623, 1654
6646, 1959
6413, 2946
6573, 3343
6439, 4513
6532, 6059
6449, 7037
6802, 348
6803, 1255
6673, 2233
6670, 2891
6716, 3717
6815, 4149
6774, 4445
6710, 5441
6672, 5790
6661, 6374
6676, 7321
6696, 7654
7102, 424
7001, 859
7065, 1151
7067, 2029
6927, 2918
7145, 3198
6916, 3455
7002, 3891
7051, 4485
6915, 5097
6981, 6427
6956, 6925
6981, 7238
6957, 7679
7222, 137
7385, 759
7329, 1576
7205, 2602
7193, 2901
7251, 3489
7276, 3758
7181, 4209
7189, 4989
7240, 5360
7177, 5835
7380, 6295
7265, 7059
7417, 7360
7544, 272
7627, 1017
7543, 1292
7494, 1959
7476, 2568
7478, 2845
7466, 4948
7553, 5257
7619, 5539
7462, 5911
7578, 6589
7523, 7072
